clip_index,cohort,asset,category,split,flags,stored_status,decision_evidence,updated_utc,p0_followup
1232,conditioned_a189cab6fd1d9343_p02.json,/Game/Characters/UEFN_Mannequin/Animations/Traversal/Catch/Hurdle/M_Relaxed_Traversal_Catch_Hurdle_med_stand.M_Relaxed_Traversal_Catch_Hurdle_med_stand,Traversal,validation,root_speed_over_15_mps_review;root_height_range_over_10_m_review;pelvis_speed_over_20_mps_review,approved,bulk_mark_no_individual_view_claim,2026-09-24T06:37:00.485734+00:00,full_playback_and_scene_root_review
1233,conditioned_a189cab6fd1d9343_p02.json,/Game/Characters/UEFN_Mannequin/Animations/Traversal/Catch/Mantle/M_Neutral_Traversal_Catch_Mantle_low_run.M_Neutral_Traversal_Catch_Mantle_low_run,Traversal,test,root_speed_over_15_mps_review;root_height_range_over_10_m_review;pelvis_speed_over_20_mps_review,approved,bulk_mark_no_individual_view_claim,2026-09-24T06:37:00.602038+00:00,full_playback_and_scene_root_review
1234,conditioned_a189cab6fd1d9343_p02.json,/Game/Characters/UEFN_Mannequin/Animations/Traversal/Catch/Mantle/M_Neutral_Traversal_Catch_Mantle_low_stand.M_Neutral_Traversal_Catch_Mantle_low_stand,Traversal,test,root_speed_over_15_mps_review;root_height_range_over_10_m_review;pelvis_speed_over_20_mps_review,approved,bulk_mark_no_individual_view_claim,2026-09-24T06:37:00.718749+00:00,full_playback_and_scene_root_review
1235,conditioned_a189cab6fd1d9343_p02.json,/Game/Characters/UEFN_Mannequin/Animations/Traversal/Catch/Mantle/M_Neutral_Traversal_Catch_Mantle_low_walk.M_Neutral_Traversal_Catch_Mantle_low_walk,Traversal,test,root_speed_over_15_mps_review;root_height_range_over_10_m_review;pelvis_speed_over_20_mps_review,approved,bulk_mark_no_individual_view_claim,2026-09-24T06:37:00.836009+00:00,full_playback_and_scene_root_review
1236,conditioned_a189cab6fd1d9343_p02.json,/Game/Characters/UEFN_Mannequin/Animations/Traversal/Catch/Mantle/M_Neutral_Traversal_Catch_Mantle_med_run.M_Neutral_Traversal_Catch_Mantle_med_run,Traversal,test,root_speed_over_15_mps_review;root_height_range_over_10_m_review;pelvis_speed_over_20_mps_review,approved,bulk_mark_no_individual_view_claim,2026-09-24T06:37:00.978361+00:00,full_playback_and_scene_root_review
1237,conditioned_a189cab6fd1d9343_p02.json,/Game/Characters/UEFN_Mannequin/Animations/Traversal/Catch/Mantle/M_Neutral_Traversal_Catch_Mantle_med_stand.M_Neutral_Traversal_Catch_Mantle_med_stand,Traversal,test,root_speed_over_15_mps_review;root_height_range_over_10_m_review;pelvis_speed_over_20_mps_review,approved,bulk_mark_no_individual_view_claim,2026-09-24T06:37:01.098505+00:00,full_playback_and_scene_root_review
1238,conditioned_a189cab6fd1d9343_p02.json,/Game/Characters/UEFN_Mannequin/Animations/Traversal/Catch/Mantle/M_Neutral_Traversal_Catch_Mantle_med_walk.M_Neutral_Traversal_Catch_Mantle_med_walk,Traversal,test,root_speed_over_15_mps_review;root_height_range_over_10_m_review;pelvis_speed_over_20_mps_review,approved,bulk_mark_no_individual_view_claim,2026-09-24T06:37:01.228382+00:00,full_playback_and_scene_root_review
1239,conditioned_a189cab6fd1d9343_p02.json,/Game/Characters/UEFN_Mannequin/Animations/Traversal/Catch/Mantle/M_Relaxed_Traversal_Catch_Mantle_low_stand.M_Relaxed_Traversal_Catch_Mantle_low_stand,Traversal,test,root_speed_over_15_mps_review;root_height_range_over_10_m_review;pelvis_speed_over_20_mps_review,approved,bulk_mark_no_individual_view_claim,2026-09-24T06:37:01.369243+00:00,full_playback_and_scene_root_review
1240,conditioned_a189cab6fd1d9343_p02.json,/Game/Characters/UEFN_Mannequin/Animations/Traversal/Catch/Mantle/M_Relaxed_Traversal_Catch_Mantle_med_stand.M_Relaxed_Traversal_Catch_Mantle_med_stand,Traversal,test,root_speed_over_15_mps_review;root_height_range_over_10_m_review;pelvis_speed_over_20_mps_review,approved,bulk_mark_no_individual_view_claim,2026-09-24T06:37:01.511548+00:00,full_playback_and_scene_root_review
1241,conditioned_a189cab6fd1d9343_p02.json,/Game/Characters/UEFN_Mannequin/Animations/Traversal/Catch/Vault/M_Neutral_Traversal_Catch_Vault_high.M_Neutral_Traversal_Catch_Vault_high,Traversal,validation,root_speed_over_15_mps_review;root_height_range_over_10_m_review;pelvis_speed_over_20_mps_review,approved,bulk_mark_no_individual_view_claim,2026-09-24T06:37:01.627363+00:00,full_playback_and_scene_root_review
1242,conditioned_a189cab6fd1d9343_p02.json,/Game/Characters/UEFN_Mannequin/Animations/Traversal/Catch/Vault/M_Neutral_Traversal_Catch_Vault_low.M_Neutral_Traversal_Catch_Vault_low,Traversal,validation,root_speed_over_15_mps_review;root_height_range_over_10_m_review;pelvis_speed_over_20_mps_review,approved,bulk_mark_no_individual_view_claim,2026-09-24T06:37:01.744219+00:00,full_playback_and_scene_root_review
1243,conditioned_a189cab6fd1d9343_p02.json,/Game/Characters/UEFN_Mannequin/Animations/Traversal/Catch/Vault/M_Neutral_Traversal_Catch_Vault_med.M_Neutral_Traversal_Catch_Vault_med,Traversal,validation,root_speed_over_15_mps_review;root_height_range_over_10_m_review;pelvis_speed_over_20_mps_review,approved,bulk_mark_no_individual_view_claim,2026-09-24T06:37:01.860653+00:00,full_playback_and_scene_root_review
1244,conditioned_a189cab6fd1d9343_p02.json,/Game/Characters/UEFN_Mannequin/Animations/Traversal/Catch/Vault/M_Relaxed_Traversal_Catch_Vault_high.M_Relaxed_Traversal_Catch_Vault_high,Traversal,validation,root_speed_over_15_mps_review;root_height_range_over_10_m_review;pelvis_speed_over_20_mps_review,approved,bulk_mark_no_individual_view_claim,2026-09-24T06:37:02.001175+00:00,full_playback_and_scene_root_review
1245,conditioned_a189cab6fd1d9343_p02.json,/Game/Characters/UEFN_Mannequin/Animations/Traversal/Catch/Vault/M_Relaxed_Traversal_Catch_Vault_low.M_Relaxed_Traversal_Catch_Vault_low,Traversal,validation,root_speed_over_15_mps_review;root_height_range_over_10_m_review;pelvis_speed_over_20_mps_review,approved,bulk_mark_no_individual_view_claim,2026-09-24T06:37:02.121421+00:00,full_playback_and_scene_root_review
1246,conditioned_a189cab6fd1d9343_p02.json,/Game/Characters/UEFN_Mannequin/Animations/Traversal/Catch/Vault/M_Relaxed_Traversal_Catch_Vault_med.M_Relaxed_Traversal_Catch_Vault_med,Traversal,validation,root_speed_over_15_mps_review;root_height_range_over_10_m_review;pelvis_speed_over_20_mps_review,approved,bulk_mark_no_individual_view_claim,2026-09-24T06:37:02.261440+00:00,full_playback_and_scene_root_review
1289,conditioned_a189cab6fd1d9343_p02.json,/Game/Characters/UEFN_Mannequin/Animations/Traversal/Vault/M_Neutral_Traversal_Vault_1_0_run_F_Lfoot.M_Neutral_Traversal_Vault_1_0_run_F_Lfoot,Traversal,train,root_height_range_over_10_m_review,approved,bulk_mark_no_individual_view_claim,2026-09-24T06:37:02.377217+00:00,full_playback_and_scene_root_review
1290,conditioned_a189cab6fd1d9343_p02.json,/Game/Characters/UEFN_Mannequin/Animations/Traversal/Vault/M_Neutral_Traversal_Vault_1_0_stand_F_Lfoot.M_Neutral_Traversal_Vault_1_0_stand_F_Lfoot,Traversal,train,root_height_range_over_10_m_review,approved,bulk_mark_no_individual_view_claim,2026-09-24T06:37:02.523001+00:00,full_playback_and_scene_root_review
1291,conditioned_a189cab6fd1d9343_p02.json,/Game/Characters/UEFN_Mannequin/Animations/Traversal/Vault/M_Neutral_Traversal_Vault_1_0_walk_F_Rfoot.M_Neutral_Traversal_Vault_1_0_walk_F_Rfoot,Traversal,train,root_height_range_over_10_m_review,approved,bulk_mark_no_individual_view_claim,2026-09-24T06:37:02.660612+00:00,full_playback_and_scene_root_review
1292,conditioned_a189cab6fd1d9343_p02.json,/Game/Characters/UEFN_Mannequin/Animations/Traversal/Vault/M_Relaxed_Traversal_Vault_1_0_run_F_Lfoot.M_Relaxed_Traversal_Vault_1_0_run_F_Lfoot,Traversal,train,root_height_range_over_10_m_review,approved,bulk_mark_no_individual_view_claim,2026-09-24T06:37:02.779091+00:00,full_playback_and_scene_root_review
1293,conditioned_a189cab6fd1d9343_p02.json,/Game/Characters/UEFN_Mannequin/Animations/Traversal/Vault/M_Relaxed_Traversal_Vault_1_0_stand_F_Lfoot.M_Relaxed_Traversal_Vault_1_0_stand_F_Lfoot,Traversal,train,root_height_range_over_10_m_review,approved,bulk_mark_no_individual_view_claim,2026-09-24T06:37:02.893303+00:00,full_playback_and_scene_root_review
1294,conditioned_a189cab6fd1d9343_p02.json,/Game/Characters/UEFN_Mannequin/Animations/Traversal/Vault/M_Relaxed_Traversal_Vault_1_0_walk_F_Rfoot.M_Relaxed_Traversal_Vault_1_0_walk_F_Rfoot,Traversal,train,root_height_range_over_10_m_review,approved,bulk_mark_no_individual_view_claim,2026-09-24T06:37:03.041425+00:00,full_playback_and_scene_root_review
1659,conditioned_a189cab6fd1d9343_p02.json,/Game/Characters/UEFN_Mannequin/Animations/Walk/M_Relaxed_Walk_Slope_down_Loop_F.M_Relaxed_Walk_Slope_down_Loop_F,Walk,train,locomotion_without_derived_foot_contact_review,approved,bulk_mark_no_individual_view_claim,2026-09-24T06:37:03.152196+00:00,full_playback_and_scene_root_review
32,conditioned_a189cab6fd1d9343_p02.json,/Game/Characters/UEFN_Mannequin/Animations/Avoidance/M_Neutral_avoid_idle_move_0_6m_LL_Lfoot.M_Neutral_avoid_idle_move_0_6m_LL_Lfoot,Avoidance,validation,,approved,bulk_mark_no_individual_view_claim,2026-09-24T06:37:03.269880+00:00,full_playback_and_scene_root_review
234,conditioned_a189cab6fd1d9343_p02.json,/Game/Characters/UEFN_Mannequin/Animations/Crouch/M_Relaxed_Crouch_Box_B_RR_Lfoot.M_Relaxed_Crouch_Box_B_RR_Lfoot,Crouch,train,,approved,bulk_mark_no_individual_view_claim,2026-09-24T06:37:03.385178+00:00,full_playback_and_scene_root_review
454,conditioned_a189cab6fd1d9343_p02.json,/Game/Characters/UEFN_Mannequin/Animations/Idle/M_Neutral_Stand_Turn_180_R.M_Neutral_Stand_Turn_180_R,Idle,train,,approved,bulk_mark_no_individual_view_claim,2026-09-24T06:37:03.503130+00:00,full_playback_and_scene_root_review
509,conditioned_a189cab6fd1d9343_p02.json,/Game/Characters/UEFN_Mannequin/Animations/Interactions/Tackle/M_relaxed_ragdoll_tackle_run_R_Lfoot_A.M_relaxed_ragdoll_tackle_run_R_Lfoot_A,Interactions,test,,approved,bulk_mark_no_individual_view_claim,2026-09-24T06:37:03.669088+00:00,full_playback_and_scene_root_review
606,conditioned_a189cab6fd1d9343_p02.json,/Game/Characters/UEFN_Mannequin/Animations/Jump/M_Neutral_Jump_RL_Off_Run_Rfoot.M_Neutral_Jump_RL_Off_Run_Rfoot,Jump,test,,approved,bulk_mark_no_individual_view_claim,2026-09-24T06:37:03.788850+00:00,full_playback_and_scene_root_review
678,conditioned_a189cab6fd1d9343_p03.json,/Game/Characters/UEFN_Mannequin/Animations/LookAtPOI/LookAtPOI_test_relaxed_gesture_come_on_in.LookAtPOI_test_relaxed_gesture_come_on_in,LookAtPOI,train,,approved,individual_mark_no_detailed_note,2026-09-24T07:22:43.924923+00:00,confirm_viewing_and_add_specific_note
711,conditioned_a189cab6fd1d9343_p03.json,/Game/Characters/UEFN_Mannequin/Animations/Ragdoll/M_ragdoll_getup_stand_L.M_ragdoll_getup_stand_L,Ragdoll,train,,approved,individual_mark_no_detailed_note,2026-09-24T07:22:49.806531+00:00,confirm_viewing_and_add_specific_note
926,conditioned_a189cab6fd1d9343_p03.json,/Game/Characters/UEFN_Mannequin/Animations/Run/M_Neutral_Run_Turn_R_135_Lfoot.M_Neutral_Run_Turn_R_135_Lfoot,Run,train,,approved,individual_mark_no_detailed_note,2026-09-24T07:23:02.448357+00:00,confirm_viewing_and_add_specific_note
1145,conditioned_a189cab6fd1d9343_p03.json,/Game/Characters/UEFN_Mannequin/Animations/Slide/M_Relaxed_Slide_FootOut_Loop.M_Relaxed_Slide_FootOut_Loop,Slide,train,,approved,individual_mark_no_detailed_note,2026-09-24T07:23:08.646276+00:00,confirm_viewing_and_add_specific_note
1192,conditioned_a189cab6fd1d9343_p03.json,/Game/Characters/UEFN_Mannequin/Animations/Sprint/M_Neutral_Sprint_Turn_R_090_Rfoot.M_Neutral_Sprint_Turn_R_090_Rfoot,Sprint,train,,approved,individual_mark_no_detailed_note,2026-09-24T07:23:12.680009+00:00,confirm_viewing_and_add_specific_note
1268,conditioned_a189cab6fd1d9343_p03.json,/Game/Characters/UEFN_Mannequin/Animations/Traversal/Hurdle/M_Relaxed_Traversal_Hurdle_1_0_run_F_Lfoot.M_Relaxed_Traversal_Hurdle_1_0_run_F_Lfoot,Traversal,train,,approved,individual_mark_no_detailed_note,2026-09-24T07:23:39.257930+00:00,confirm_viewing_and_add_specific_note
1508,conditioned_a189cab6fd1d9343_p03.json,/Game/Characters/UEFN_Mannequin/Animations/Walk/M_Neutral_Walk_Turn_R_180_Rfoot.M_Neutral_Walk_Turn_R_180_Rfoot,Walk,train,,approved,individual_mark_no_detailed_note,2026-09-24T07:23:57.289921+00:00,confirm_viewing_and_add_specific_note
